"userName","score","at","content"
"Bambang Agus","5","6/1/2022 1:28","Sangat baik dan luar biasa"
"Dewi Dewi","5","6/1/2022 1:27","Pengalamannya senang"
"rabbit ch","5","6/1/2022 1:27","Ok"
"Bahtiar Sau","5","6/1/2022 1:26","Mantul"
"Erika Anggistia","2","6/1/2022 1:26","Saya petugas nakes, aplikasi bentar bentar eror. Sudah terinput di NAR tetapi tidak masuk ke aplikasi PL banyak pasien yang komplain. Tolong dong di perbaiki lagi."
"Dadansp 1003","5","6/1/2022 1:26","Ok"
"Indra Sakti","5","6/1/2022 1:26","Bagus"
"Dimas Aditya","1","6/1/2022 1:25","Histori pada hilang di pojok kanan atas gambar lonceng .. gmana nihh . gak bisa lihat riwayat cekin di kantor ..."
"yayan rahayu","5","6/1/2022 1:23","Bagus"
"Atik Doct","5","6/1/2022 1:23","Oke"
"Abdul Ghofur","5","6/1/2022 1:17","Bagus........"
"Yansyah Putra","5","6/1/2022 1:13","Ia the best"
"Erma Refiana","1","6/1/2022 1:12","Aplikasi nya g jls pdahal udah masukin smua malah g bisa"
"raden agus","1","6/1/2022 1:10","Mau liat sertifikat susah bener"
"Suparman Parman","5","6/1/2022 1:09","Canggih"
"Le Li","5","6/1/2022 1:09","Mudah pemakaiannya"
"KAIROS POS TV","5","6/1/2022 1:06","Lumayan"
"Leuguna Ismail","5","6/1/2022 1:05","Musti belajar lagi untuk buat aplikasi agar orang gak bingung , maslah aturan perjalanan , di aplikasi aturan ini diluar lain hadeuuh negara dongeng #trima kasih atas respon nya semoga apa yg di upayakan menjadi amal baik semoga Indonesia menjadi negara yg diridhoi Alloh SWT aminnn"
"Daniel Hutajulu","5","6/1/2022 1:04","Oke"
"Fransiskus Aditya","1","6/1/2022 1:03","Belajar dulu sebelum membuat sesuatu. Aplikasi nggak layak pakai ini."
"zHimon BUMBUM ParaBola","5","6/1/2022 1:03","??????????Jos Gandosss"
"Djoko Parmanto","5","6/1/2022 1:01","Bagus, bermanfaat. Datanya bisa hilang sendiri setelah kadaluwarso."
"Putery Sugiharti","5","6/1/2022 0:59","Enak ada peduli lindungi"
"Zulfan Efendi","2","6/1/2022 0:57","rrdd xx u CCD Tigaz hub r CC free ru UUn cucu by h by"
"Muhammad Syadar","4","6/1/2022 0:56","Baik"
"Suhardi Putra","5","6/1/2022 0:56","Saya sangat berterimakasi terhadap apl ini krn saya dpt dipermudakan jd saya beri pulllll...."
"Marta Bidan","5","6/1/2022 0:56","Menarik dan edukatif"
"M Iqbal Abdilah Mustofa","4","6/1/2022 0:53","Good"
"Lukman Rahim","5","6/1/2022 0:53","Baik"
"Budi Nugroho","2","6/1/2022 0:52","Sering susah untuk scan QR code untuk masuk ke suatu tempat."
"Erick Yuliano","1","6/1/2022 0:52","Banyaklah nge lag nya.. Saat akan checkin banyaklh bermasalahnya dari pada lancarnya.. Percuma kerjasama dgn pemerintah kalau aplikasiny masih buriq.."
"Jo-den Batam","5","6/1/2022 0:51","Good"
"Euis Riantin","5","6/1/2022 0:51","Mantap."
"Mnur Garut","5","6/1/2022 0:49","Sangat membantu"
"Misbah Beben","4","6/1/2022 0:48","Ok"
"NURUL PUADI","5","6/1/2022 0:46","Banyak membantu untuk mengetahui info tentang Covid 19"
"Dede Rahmat","5","6/1/2022 0:46","Bagus"
"Rafika Hatidz","1","6/1/2022 0:45","Capek perbaharuan trs...."
"Nur Wildan","5","6/1/2022 0:45","Mantap"
"Kelly Guk guk","1","6/1/2022 0:42","kalau ada pilihan saya mau kasih ?? minus 5:( isi tgl lahir sangat repot dan melelahkan untuk usia 70++ sudah gitu harus diulangi sampai berkali kali"
"official gaming","5","6/1/2022 0:41","Kerja"
"Eky Rezky76","4","6/1/2022 0:40","Oke lah"
"Muhammad Kholidin","1","6/1/2022 0:40","Saya buka barkot peduli lindung ko ga bisa ya padahal sy sudah paksin dua kali permasalahan nya di emailbeda nama dengan yg di ktp apa memang harus nmnya sama dg yg di ktp sedangkan nmr hp sama"
"Lia Farel Rachel","5","6/1/2022 0:39","Ikuti peduli lindungi demi keamanan dan kenyamanan kita semua"
"IG Harry S","5","6/1/2022 0:38","Sertifikat saya belum bisa didownload"
"Ngadino Bkl","5","6/1/2022 0:36","Aplikasinya oke banget."
"Muksin Muksin","1","6/1/2022 0:36","Ok"
"Khoirul Anam","5","6/1/2022 0:36","Ok"
"Lani ani","5","6/1/2022 0:36","Penting"
"Gusti Tanjung","5","6/1/2022 0:35","Sangat membantu.terimakasih"
"Muh. Takdir","1","6/1/2022 0:34","Sy sdh vaksin 2 ×"
"Hendri Marta","5","6/1/2022 0:34","Mantap"
"Berry Desuma Rezky Pardede","1","6/1/2022 0:30","Tidak rrkomendasi"
"18. Malik Abdul Aziz","1","6/1/2022 0:29","Ck"
"herman sis","5","6/1/2022 0:29","Bagus sekali"
"Fatimah Azzahra","5","6/1/2022 0:26","Bagus"
"Rahmat Ulloh","5","6/1/2022 0:26","Sangat bermanfaat"
"Boyke Jaguar","5","6/1/2022 0:25","aplikasi ini sangat membantu"
"Rusda Daenk","5","6/1/2022 0:25","Semoga Korona"
"Kartika Kartika","5","6/1/2022 0:25","Top"
"Doli Sapardi","5","6/1/2022 0:22","mantab"
"IRAWAN WAE","5","6/1/2022 0:22","Baguslah sangat membantu"
"Trie Harsono","5","6/1/2022 0:19","Sangat membantu"
"ancan Candra","5","6/1/2022 0:19","Mantap apilikasi nyo ko..."
"Bahar Novian","2","6/1/2022 0:19","Sering ""Lag"""
"Jamhur","5","6/1/2022 0:18","Ok"
"Kusman Suciman","5","6/1/2022 0:15","Sangat membantu untuk kesehatan lndonesia"
"Budi Santoso","5","6/1/2022 0:12","B aja"
"Agista Salsabila","5","6/1/2022 0:11","Rasanya puas tiap berhasil cek setiap mau transaksi"
"L. SYALIMIN","1","6/1/2022 0:10","Saya Tertekan, gk asik, merasa diawasin kebebasan Saya. Saya Seperti Penjahat."
"Moh. Kasim","1","6/1/2022 0:10","Cukup Baik"
"Sugiyo Sunarti","1","6/1/2022 0:10","Saya udah vaksin pertama.tgl27september 21 tapi kok belumdapat tiket vaksin kedua gimana.1"
"Terry Aprillian","5","6/1/2022 0:10","Good"
"Muhammad Tegar","5","6/1/2022 0:08","Baru belajar jadi saya kurang paham."
"Muly Singara","5","6/1/2022 0:07","Sangat bermanfaat"
"Murtini","1","6/1/2022 0:04","Captcha salah terus, ga bisa bisa. Masa harus ulang coba laginya besok. Hadehh. Pantes banyak yg rating rendah"
"Alif 77","5","6/1/2022 0:02","Mantap"
"helmy","5","6/1/2022 0:01","Ok bagus"
"Indra Kurniawati","5","5/1/2022 23:58","Ok"
"Om rusli","5","5/1/2022 23:57","Terima kasih"
"Nara B","5","5/1/2022 23:55","Gwe bisa kemana mana sekarang ??"
"Widhie arie Sulistyo","1","5/1/2022 23:54","Buruk, gk simple"
"Vika Vika","4","5/1/2022 23:52","Sangat membantu sekali"
"Saras Darlinah","4","5/1/2022 23:51","Selamat pagi. Mengapa ada notifikasi masuk untuk nomor NIK yang tidak saya daftarkan di akun saya? Apakah sistemnya sedang error'. Atau mungkin pemilik no NIK tersebut tidak memiliki aplikasi pedulilindungi sehingga nottifikasi yang masuk di arahkan ke akun saya. Mohon penjelasanya. Terima kasih. Di tunggu respon ya"
"Andrian firmansyah","4","5/1/2022 23:51","Kurang max"
"Rianti Anty","5","5/1/2022 23:50","Sangat baik"
"Uway 13","1","5/1/2022 23:49","Kemana mana jadi ribed"
"Roosiana Setiabudi","5","5/1/2022 23:48","Lumayan bermanfaat"
"Reni Anisa","5","5/1/2022 23:48","Mempermudah"
"Azzi Dewangga","5","5/1/2022 23:47","??"
"Zelfi Rika Jayanti","4","5/1/2022 23:46","Gak ada"
"Rangga Putra","5","5/1/2022 23:44","Akses terbaik buat kepentingan penanganan pandemi"
"Husen Husen","5","5/1/2022 23:43","Ok"
"ROSANDHI MALIK ADAM","5","5/1/2022 23:43","App ini sangat membantu mempermudah dlm bepergian dan berbagai keperluan/urusan2 lainnya"
"Ari Duga","5","5/1/2022 23:42","Ok"
"Johannes Panjaitan","5","5/1/2022 23:42","Sangat bagus"
"Tri Adhi","5","5/1/2022 23:42","Indonesia tangguh, indonesia sembuh"
"Rico Pgm","5","5/1/2022 23:40","Bermanfaat"
"Ahmad nuryady","2","5/1/2022 23:40","Minta di pwrbaharui stelah di perbaharui malah susah untuk akses QR .coba dong .sperti yg pertama aja deh biar g ribet untuk pengu gunaannya...."
"Winda Permata Sari","5","5/1/2022 23:39","Sangat membantu, terimakasih ??"
"aplinda paundanan","5","5/1/2022 23:38","Baik"
"Maya S","5","5/1/2022 23:38","Good"
"Ridwan Fanani","5","5/1/2022 23:37","Terimakasih"
"Heri Kosmara","5","5/1/2022 23:37","Bagus"
"Aura Chamal","4","5/1/2022 23:35","Salam Sehat ..."
"Nurma Wati","5","5/1/2022 23:34","Okeeee"
"sulaiman mukti","5","5/1/2022 23:33","Usesefull for now"
"XI MIPA 1_YOKSAN YONATAN SAGALA","1","5/1/2022 23:31","aturan offline...klau online ribet"
"hernowo nurdien","1","5/1/2022 23:30","Zero"
"Tanel Baitanu","5","5/1/2022 23:29","Bagus"
"voc dige","5","5/1/2022 23:28","??"
"Pak Tatang","5","5/1/2022 23:27","Ok"
"Tanu Suryana","5","5/1/2022 23:27","Memudahkan mengidenrifikasi peserta yang sudah di vaksin"
"mulyo yoko","5","5/1/2022 23:26","Oke"
"Sobri Obay","5","5/1/2022 23:23","Good"
"Herman Suherman","5","5/1/2022 23:22","Makasih aplikasi ini sangat membantu"
"sulastri manaf","1","5/1/2022 23:19","Selalu gagal saat masuk kantor.. Bikin habis waktu"
"Suyanti Yanti","5","5/1/2022 23:18","Baik..."
"Willem M","5","5/1/2022 23:16","Ok"
"Selvie Montalalu","5","5/1/2022 23:13","Utk keselamatan seluruh umat"
"Mugi Yanto","5","5/1/2022 23:10","Lanjutkan"
"M DAFIQ","1","5/1/2022 23:07","Percuma di perbarui jika tetap tidak bisa disertifikasi...udah coba banyak."
"Adrian Gosal","5","5/1/2022 23:04","Is the best"
"Franklin Daniel","5","5/1/2022 22:59","Prosesnya cukup mudah, tampilan UI nya juga ringkas dan enak dilihat."
"Suwardi Suwardi","5","5/1/2022 22:58","(?????)?????(?????)??????>?(?°?°?)??(?????)?????(?????)?????(?????)?????(?????)?(?? ³?)????????????LOVE??????"
"Kangday Bogor","4","5/1/2022 22:52","Ok"
"Budi Santoso","5","5/1/2022 22:52","Cukup baik dan membantu kedisiplinan."
"Okqy Nugroho","5","5/1/2022 22:51","So Far So God"
"THE DANDY DANDY","5","5/1/2022 22:50","Saya sangat seneng tlh punya aplikasi ini"
"Djat Maniak","1","5/1/2022 22:48","Parah aj lah"
"I kadek Diana","1","5/1/2022 22:46","Aplikasi ga jelas mas. Sering eror. Sudah rapid, di input , ga masuk2.. Ahhh payahhhh"
"Agus Sutrisno","5","5/1/2022 22:44","Aplikasi ini sangat bermanfaat untuk saya"
"bobby marindo","1","5/1/2022 22:35","Mengecewakan"
"Egat Silta","1","5/1/2022 22:33","Aku masih belum faham cara daftarnya,dan aku sudah vaksin yang ke 2,"
"Hindardi Teguh Anggoro","5","5/1/2022 22:28","Bagus"
"Supriatna Yat","5","5/1/2022 22:12","Sehat slalu"
"Riefky Kurnia Permana","1","5/1/2022 22:08","Sering error aplikasinya"
"Bang Tobey","1","5/1/2022 22:07","Maaf untuk Pedulilindungi terkait Login ke akun itu bagaimana yah?kok saya waktu itu memang sudah pernah Login tapi saya hapus Pedulilindunginya tapi pas saya download lagi nih dan saya coba Login malah ga ada tulisan Login nya dan itu pun coba saya uninstal dan instal lagi sampai 5× tetap gak bisa....tolong diperbaiki apk nya kalau tidak mending situs web nya dari pada apk nya!"
"Enang Pasta","1","5/1/2022 21:58","Eror ga bisa login"
"Sunaryo Tukiyo","5","5/1/2022 21:39","Oke"
"ali johari","5","5/1/2022 21:39","Ok"
"arie ajja","5","5/1/2022 21:36","Bagusss baaangeeeeeettt"
"anak bakalinga","1","5/1/2022 21:28","Pengisian tanggal bulan dan tahun kelahiran ribet skali...masalahnya kalu yang lahir di tahun 1960an, kita harus kembali dulu dari tahun 2022 ke 1960...sangat membosankan..apakah ada cara lain untuk pengisian? Tidak bisakah langsung di ketik tanggal tanggal bulan dan tahun kelahiran kita?"
"amin cahyono","1","5/1/2022 21:21","Kadang bisa kadang gk nih aplikasi mau dipaksakan ke rakyat.rakyat mending beli beras daripada kuota"
"Sekolah Amanah Bangsa Cikarang","5","5/1/2022 21:05","Info yg lengkap sehingga saya mudah utk mendapat info ttg covid 19 , sangat membantu kami ."
"Deasy Maylina Napitupulu","5","5/1/2022 21:03","Ok"
"Reihan Alfin","5","5/1/2022 20:49","Bagus sekali"
"Islah Ciblengk","4","5/1/2022 20:26","Mantab"
"Supriyatna","5","5/1/2022 20:14","Keren"
"Eka Suryani","5","5/1/2022 20:07","Good"
"Antony Nyupang","5","5/1/2022 19:44","Ok"
"ingyen ingyen","5","5/1/2022 19:36","Memudahkan dalam segi yang berhubungan dengan informasi Covid"
"Seap Hanafie","5","5/1/2022 19:32","Sy auka"
"Ismail Arifin","5","5/1/2022 19:27","Nice"
"Ahmad Santoso","5","5/1/2022 19:27","Ok"
"Fajar Ananto","5","5/1/2022 19:24","Sangat mbantu"
"Heni Sopiani","5","5/1/2022 19:18","Ok"
"Kaisan Afsar","5","5/1/2022 19:06","Ok"
"Hendra Plg","5","5/1/2022 18:51","yeee"
"Ibam Raffa","2","5/1/2022 18:49","Susah update"
"Arison Purba","5","5/1/2022 18:40","Oke"
"Siti Patimah","5","5/1/2022 18:37","Kok setelah sy update apk versi terbaru, malah tdk bisa dibuka ya aplikasinya? Mohon dibantu admin"
"Adang Adut","5","5/1/2022 18:32","Baguss"
"Pardomuan Simarmata","5","5/1/2022 18:30","Kalau trus pembaharuan aplikasih bisa jadi pemborosan paket ini bos.."
"Naya Ajeh","1","5/1/2022 18:26","Gile gie gabisa download"
"uciha naruto","1","5/1/2022 18:19","halo,sertifikat vaksin ke 2 saya kenapa belum muncul? udah hampir 1 bulan semenjak saya di vaksin ke 2 meskipun kena razia pas naik bus tapi data2 kan nasional,program pemerintah lagi"
"wafi hidayatulloh","1","5/1/2022 18:11","Tidak bisa di download"
"Herman Pelani","1","5/1/2022 18:04","Suka bnget"
"Derajat Suparto","5","5/1/2022 18:01","Baik pas sy masuk gedung mantap"
"windu winardi","5","5/1/2022 17:56","ok"
"Abdul Latief","5","5/1/2022 17:56","Ok"
"Supri Yono","5","5/1/2022 17:54","Ok"
"aufik umy","4","5/1/2022 17:54","Ok"
"Juntar alex Situmorang","5","5/1/2022 17:48","Mantaappp"
"Eros LPG","1","5/1/2022 17:46","Akun bangdat bikin susah orang.kemaren kemaren bisa sebelum di per baru enak sekarang ribet...modar aja loh dari pd bikin susah orang"
"Fachri Gamer","1","5/1/2022 17:46","Banyak errornya"
"mario ririnama","5","5/1/2022 17:39","Sangat membantu"
"Omen Supar","5","5/1/2022 17:37","Membatu tuk pepergian"
"Miman","5","5/1/2022 17:34","Bos saya kecewa kenapa vaksin johnson& johnson tidak ada di aplikasi peduli lindungi mohon segera di balas saya pusing ini"
"Aak Ara","1","5/1/2022 17:32","Susah gak benar2 nama uda benar nik uda juga nor pone udah smua masih salah muluuuu .."
"Nano Ibanez","1","5/1/2022 17:31","Penting"
"Gombang Atta","1","5/1/2022 17:30","Aplikasi untuk layanan minta update pula"
"???","1","5/1/2022 17:27","Halo app pedulilindungi, maaf nih, kenapa ya saya selalu salah? NIK benar, nama benar, Nama vaksin benar, tapi kenapa saat melanjutkan tidak bisa ya? Dan katanya coba besok, padahal besok udah ke bandara"
"Taufik Ramon","5","5/1/2022 17:27","mantap"
"Alisureli srg Alisureli srg","5","5/1/2022 17:26","Bisa belajar"
"Suryadi Gurukeren","5","5/1/2022 17:23","Oke banget"
"RADJA Ul amyn","5","5/1/2022 17:22","Bereh"
"Roiyah Salmin","5","5/1/2022 17:22","Aplikasinya bagus, mudah dan cepat"
"frog jump","1","5/1/2022 17:20","Kenapa update terbaru. Riwayat perjalanan nya hilang."
"jalan Sukses","1","5/1/2022 17:20","no koment"
"Zulhilmi hilmi","5","5/1/2022 17:18","Bagus"
"big doc","2","5/1/2022 17:17","hasi input dari faskes ke nar terkadang cenderung lama tolong di perbaiki, yg mau melakukan pejalanan jadi terhambat aplikasi ada untuk mempermudah pendataan, jadi tolong diperbaiki lagi kinerjanya.. Terakasih"
"Salamet Abdussalam","5","5/1/2022 17:17","Bagus"
"Diah Maharani","5","5/1/2022 17:17","Sangat membantu"
"Titik Hariyani","1","5/1/2022 17:12","di update juga di buka tetep gk bisa,trs maunya gmna"
"Abang Epi","1","5/1/2022 17:11","Saya sagat berterima kasi sama pedulindungi"
"Joanne Silent Choco","5","5/1/2022 17:11","App ini berfungsi banget!! Makasih!! ^^ ?"
"wiki pratiwi","4","5/1/2022 17:08","Oke."
"Realmi Realmi","5","5/1/2022 17:07","Membntu sangat trimkasihh"
"farm chanel Setiawan","5","5/1/2022 17:05","Bagus"
"Andy Purnama","5","5/1/2022 17:04","Ok"
"Rafly hakim","5","5/1/2022 17:04","Mantul"
"Maulida Maulida","5","5/1/2022 17:03","Alhamdulilllah aplikasi ini memuaskan"
"Rufi Phone service","4","5/1/2022 17:03","Sering muncul eror gagal check in"
"Teguh Prianto","5","5/1/2022 17:01","??????"
"Roffi Rofi","5","5/1/2022 17:01","Siip"
"Irul Nazhirulasraf","5","5/1/2022 17:00","Bagus"
"Muhammad Rasyid","1","5/1/2022 17:00","Perbaiki woy.... payah x mw download sertifikat nya..."
"Tarsim Sim","4","5/1/2022 16:58","Siappp lah"
"Agusbr 440","1","5/1/2022 16:58","Sertifikat vaksin pertama tidak muncul, sertifikat vaksin ke dua muncul di tgl vaksin pertama, sehingga sertifikat ke dua msh kosong, ???"
"Ilyas Nawawi","5","5/1/2022 16:53","Good"
"Quinn Haruki","2","5/1/2022 16:52","Tidak bisa check out. Ini bagaimana?"
"Afwan 123","5","5/1/2022 16:50","Aku suka"
"Rohid Milandro","5","5/1/2022 16:49","Mantap Sekali????"
"ayu trinovita","5","5/1/2022 16:49","Good"
"Bening channel","1","5/1/2022 16:45","ribed"
"Kansa Gania","5","5/1/2022 16:45","Bagusss"
"Alfandi fandi","5","5/1/2022 16:43","bagus"
"Arief Ray","5","5/1/2022 16:43","Ok"
"Boim Keriting's [Boker]","1","5/1/2022 16:41","Mau tanya min, saya mau daftar kenapa otp nya gak dikirim² ke nomor saya? Sedangkan di nomor istri saya langsung masuk otp nya..mohon bantuannya"
"All Dayat","1","5/1/2022 16:40","Gak bisa daftar masuk,, percumah download ,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ikhsan Ubaidillah","5","5/1/2022 16:40","Good"
"WIWIN WIDAYATI","5","5/1/2022 16:38","membantu"
"Gus Pendri","4","5/1/2022 16:33","Cukup berguna"
"Galih Rizky Akbari","5","5/1/2022 16:33","Mantap"
"Ahmad Mad","5","5/1/2022 16:32","SMG covid 19 segera berlllau dr Indonesia dn terbebas dr covid 19 .Krn rakyat sudah terlalu menderita dgn adaya covid 19"
"Sardianto Sardianto","1","5/1/2022 16:29","Susah dipahami"
"Saedun Saedun","5","5/1/2022 16:28","Kurang paham sih"
"Tri Rachmawatiga","5","5/1/2022 16:26","Good"
"Abdul Ghofur","1","5/1/2022 16:24","Ribet"
"Sugandi Gandi","1","5/1/2022 16:23","Kurang cepat"
"AL channel","4","5/1/2022 16:22","Mantap"
"Yuliana Safitri","1","5/1/2022 16:13","Saya sudah vaksin pertama..trus mau klaim sertifikat..kok susah yaa..katanya status tiket vaksin saya blm di vaksin. Lah gimana ini toh?? Bisa tolong di bantu keluarkan sertifikat vaksin saya."
"Wisnu Aji","1","5/1/2022 16:11","Ribet"
"Hanifah Permata sari","5","5/1/2022 16:10","Sangat membatu namun kok gak langsung ada klau cek sertifikt"
"eka yarmawira","5","5/1/2022 16:08","Oklah"
"Akang Dinar","1","5/1/2022 16:08","Bintang 1 aja soalnya kepaksa harus instal"
"darma widjayanti","5","5/1/2022 16:08","Lumayan sih tp bnyk trobel nya ketimbang ngk suruh perbaharui paling pelayanan nya jg buruk"
"Hendra Cipta","5","5/1/2022 16:08","Bagus"
"Ambar Wijaya","1","5/1/2022 16:08","Aplikasi tidak berguna"
"Ferdi Poni","5","5/1/2022 16:07","Cukup bintang saja yg bicara..."
"IBNU ABDILLAH","1","5/1/2022 16:05","Bagi yg bikin aplikasi ini,knp sartivikat yg ke 2 GK bisah klwr.padahal udah vaksin tpy Sampek 2 bulan belum klwr."
"Sutan Syahril","5","5/1/2022 16:04","Mantap"
"Hanum Arrindra","1","5/1/2022 16:04","Aplikasi buruk"
"Sumardi Mardi","1","5/1/2022 16:03","Bertele2"
"Midun R","1","5/1/2022 16:02","mantap"
"Akbar Kurniawan","5","5/1/2022 16:01","Ini yg buat aplikasinya adalah bapak saya tapi boong"
"Yeni Afriani","4","5/1/2022 15:57","Kenapa setelah diperbaharui, data hasil tes antigen saya malah nggak muncul. Padahal sbelum diperbaharui masih ada dan hasilnya negatif..."
"Taufik Maulana","5","5/1/2022 15:54","Sangat membantu"
"Ameera Shaqie","1","5/1/2022 15:52","Lola.... Alias lambat loading"
"Ahmad Khaffidz","2","5/1/2022 15:50","Pembaharuan saja maksa banget ditolak g bisa , kyk vaksinasi"
"Aan Jaeni dahlan","5","5/1/2022 15:46","oke lah"
"alsa maya","5","5/1/2022 15:45","Bagus aja"
"Eko Belang","5","5/1/2022 15:41","Sangat membantu dalam segala perjalanan."
"faujul mufid","5","5/1/2022 15:41","sangat membantu.."
"Kusworo Aja84","5","5/1/2022 15:40","Izinkan saya bertanya apa pungsi apli kasi peduli lindungi"
"budi susilo","4","5/1/2022 15:39","Ok"
"Cintaku Zakiah","1","5/1/2022 15:39","Terllu rumit masa sdh privikasi masih sy bkn robot"
"Akbar Rochmani","4","5/1/2022 15:36","Ok..by ZiBO 45 Koko bekasi"
"Pengguna Google","5","5/1/2022 15:35","Baguss"
"umarali ali","5","5/1/2022 15:35","Aplikasinya bagus bangat Dan mempermudahkan untuk dipergunakan kemana mana. Trimakasih aplikasi peduli lindungi. 5 Bintang untukmu"
"Parijan Rawasari","1","5/1/2022 15:33","Aplikasinya susah di akses, bertele tele jadi ogah download, masa bodo ah...."
"leo agung","4","5/1/2022 15:31","Ok"
"Mastry Kahono","4","5/1/2022 15:30","Sangat bermanfaat"
"Saipul Ipul","5","5/1/2022 15:28","Ok"
"sukanta ginting","5","5/1/2022 15:27","Good"
"Ujang Royani","1","5/1/2022 15:27","Ribet"
"Agungpandu Saputra","2","5/1/2022 15:26","Ga guna"
"Rsia Ananda","1","5/1/2022 15:25","Emm"
"Hilmi Mia","1","5/1/2022 15:21","Aplikasi terburuuukkkk. Ngisi tgl lahir aja bikin emosii.. gak bisa di bikin yg lebih suliiiiitt lagi yaahh .. bikin emoossiii"
"Elsa Putri","1","5/1/2022 15:20","Klaim sertifikat lebih sulit dibanding kan versi sblmnya...klo kita masih disuruh cek website, untuk apa di buat aplikasi?"
"sopyan bie Aufklarung","1","5/1/2022 15:19","bbrpa fitur hilang dan apk ajib automatic hilang"
"Ali Hasnan Nasution","5","5/1/2022 15:18","Ntah ia Ntah tidak"
"Mc Daniver","1","5/1/2022 15:17","Update aja teros, bikin abis paketan"
"Selo Adi","5","5/1/2022 15:17","Ok"
"Nur Rizcha Umami","5","5/1/2022 15:15","Sangat bagus"
"Riswan Ade Saputra","4","5/1/2022 15:13","Saya mau coba dlu apk nya trimakasih"
"Yolando Vernico","5","5/1/2022 15:12","Mantapp"
"Karmi Asi","5","5/1/2022 15:12","Terimah kasih pedulindungi"
"paryono paryono","5","5/1/2022 15:11",".goods"
"ñgapak Family","4","5/1/2022 15:11","Mohon info juga, mengapa proses scan check ini selalu gagal ? Padahal aplikasi selalu update otomatis"
"Aufha Aulya","1","5/1/2022 15:10","Sy sdh di vaksin,udah ada kartu vaksin,sy jg udah isi semua data yg diminta buat dapet sertifikat tp knp blm diproses sertifikat vaksin sy?!udah dr tahun lalu loh sy vaksin,kutgg update berkali2 tp gitu aja tuh??setiap sy udah isi semua udah blg jg sy bkn robot malah tertulis ""tiket vaksin tidak ditemukan"" ??BENERIN KEK!!klo bkn krn sekolah sy ga akan vaksin"" kek gini??masa blm didaftar kan sertifikat vaksin sy!!!?????"
"juarsih 24","5","5/1/2022 15:10","baik"
"hapipudin iip","1","5/1/2022 15:10","Tak guna"
"nino almuhammad","1","5/1/2022 15:08","Diupadate gak bisa2"
"Aidil Nasution","5","5/1/2022 15:04","Sangat bagus"
"Nitta Anggraeni","4","5/1/2022 15:03","Kenapa vaksin ke 2 saya tidak ke luar, dari bulan 11..."
"Dapur Umi Danen","5","5/1/2022 15:02","Ok app"
"aisyah aisyah","5","5/1/2022 15:02","RUSNADI"
"Aulia Salsabilla","5","5/1/2022 15:02","Ini aplikasi nya bagus, dan membantu banget klo lagi keluar, dan harus bulak balik galeri, untung ada pedulilindungi. Pokonya mantep deh"
"Abdul Muhyi","1","5/1/2022 15:00","Kenapa saya tidak bisa cek riwayat vaksinasi? Padahal sudah melengkapi semua data"" Trus kodenya gk ke kirim"""
"Vivi Onibala","5","5/1/2022 14:59","Ok"
"Ade Taufik Firdaus","5","5/1/2022 14:58","Mantap"
"wahyu din","4","5/1/2022 14:58","Suruh update tapi muter2 milu"
"Rizca Ajie","2","5/1/2022 14:57","Ribet"
"Arsenal 14","5","5/1/2022 14:55","Apa kah 1 app bisa 2 akun Klw bisa bagai mna cara nya Makasih"
"NO NAME","1","5/1/2022 14:55","Klaim sertivikat gambar ga keliatan di jadiin pilihan yg bikin kurang pinter"
"Suparyo Paryo","5","5/1/2022 14:55","Mantap"
"Wan Abu","5","5/1/2022 14:55","Bagus sekali...mudah utk in out kemana kita pergi..ke mall..perkantoran.pabrik..dan pt.ok bangettt!!!!"
"Nita Nita","5","5/1/2022 14:54","Bagus"
"Abdur Rohman","5","5/1/2022 14:54","Bgus"
"heri irawan","5","5/1/2022 14:54","Bikin emosi"
"Rausanfikri Hafiz","1","5/1/2022 14:54","Dikit2 update terus"
"hardjono smg","1","5/1/2022 14:52","Start tapi ka urat??aa tak atth tidur di malam hari inkecil keciltti adalah anak"
"Mbanyumas Al jawani","5","5/1/2022 14:52","Ok"
"Wahyu 1994","1","5/1/2022 14:51","cuan terusss, uang masuk terus, gaskeunnnnn, peras terus wargamu"
"Newbie Gaming Channel","1","5/1/2022 14:48","Ribettt...."
"Aliyah Iyah","1","5/1/2022 14:47","Ok banget"
"siti munawaroh","5","5/1/2022 14:45","Puas karna aplikasi ini memberikan informasi yg akurat,,,, dan sangat membantu saya"
"Fatimah Cotme","1","5/1/2022 14:44","sertifikat tidak muncul.sesudah donlod melalui chat baru muncul di aplikasi"
"Alma Amoy","4","5/1/2022 14:41","Netral"
"Sepatu Brand Lokal Aldhis","1","5/1/2022 14:40","Kurang bagus..masa aplikasi pemerintah jelek sekali isi tgl lahir aja lama banget..kurang puan puan puas"
"Sugito To","5","5/1/2022 14:40","Apk nya mantappppppllllll"
"Zora Al Asywaq","5","5/1/2022 14:37","Ga jelas bgt perbarui muluk"
"Pbg Ceria","4","5/1/2022 14:37","mohon bantuannya ,data no kk saya tidak masuk di aplikasi peduli lindungi padahal saya sudah di vaksin, dikarenakan sya salah ngasih nomor HP bagaimana cara mengatasinya? terima kasih"
"meldawaty situmeang","5","5/1/2022 14:36","Aplikasinya bagus"
"Ri Ky","5","5/1/2022 14:36","Bgs apk nya"
"Lisa Edi","5","5/1/2022 14:35","Dri pertama login lancar, dan sejauh ini baik baik aja pakek aplikasi ini."
